model_layer,slab_budget,measured_bytes_per_position,projected_behavioral_cost,measured_kl_at_budget,mean_exact_fallback_routes
69,168,120102528,1.401164117477421e-05,,1.5
69,192,125239296,1.0702039731721104e-33,,1.5
70,24,26173056,0.027513083747523377,,1.34375
70,48,41827968,0.012389105986735016,,1.34375
70,72,57482880,0.0059170991049004844,,1.34375
70,96,73137792,0.0026884443488141446,0.002688444348814144,1.34375
70,120,88792704,0.0010448700134264661,,1.34375
70,144,103958400,0.0002826356479499631,,1.34375
70,168,117167232,3.10809315693378e-05,,1.34375
70,192,125239296,2.888246172589037e-33,,1.34375
71,24,32532864,0.01999654405058822,,2.15625
71,48,48187776,0.00886224389827701,,2.15625
71,72,63842688,0.004115391040887268,,2.15625
71,96,79497600,0.0017978768607260155,0.0017978768607260153,2.15625
71,120,94663296,0.0006693432223825848,,2.15625
71,144,108850560,0.00017517279583906684,,2.15625
71,168,120347136,1.878058150102928e-05,,2.15625
71,192,125239296,1.8247716550633167e-33,,2.15625
72,24,38102400,0.055087904207301155,,3.90625
72,48,51004800,0.026550977744541623,,3.90625
72,72,63907200,0.012303910695099268,,3.90625
72,96,76809600,0.005137097117384843,0.005137097117384843,3.90625
72,120,88099200,0.001793231223950129,,3.90625
72,144,96364800,0.00043906593658526305,,3.90625
72,168,101606400,4.06350288769794e-05,,3.90625
72,192,103219200,4.2869340030870646e-33,,3.90625
73,24,39110400,0.032370900677426435,,4.0625
73,48,52012800,0.015178141785086707,,4.0625
73,72,64915200,0.007141471034567896,,4.0625
73,96,77414400,0.0030761237073063806,0.0030761237073063806,4.0625
73,120,88300800,0.0010776261243190064,,4.0625
73,144,96768000,0.00026140022746775894,,4.0625
73,168,102211200,2.4330038824553706e-05,,4.0625
73,192,103219200,4.077876448302212e-33,,4.0625
74,24,32256000,0.13114059438833126,,3.0
74,48,45158400,0.056041088840532945,,3.0
74,72,58060800,0.024458080894485864,,3.0
74,96,70963200,0.010085505017464849,0.010085505017464849,3.0
74,120,83865600,0.0035624033871918515,,3.0
74,144,95961600,0.0008931191399715834,,3.0
74,168,102009600,9.366621863090977e-05,,3.0
74,192,103219200,1.7923064068939548e-32,,3.0
75,24,24393600,0.030464167377818582,,1.78125
75,48,37296000,0.013976069599072799,,1.78125
75,72,50198400,0.0065626244995422986,,1.78125
75,96,63100800,0.002835714674044953,0.002835714674044953,1.78125
75,120,76003200,0.0010162996382393754,,1.78125
75,144,88704000,0.0002448152880869671,,1.78125
75,168,99187200,2.56720337734279e-05,,1.78125
75,192,103219200,3.1208738687219354e-33,,1.78125
76,24,29836800,0.01668969166783782,,2.625
76,48,42739200,0.007512810106066032,,2.625
76,72,55641600,0.003434914200952482,,2.625
76,96,68544000,0.0014420932188897084,0.0014420932188897084,2.625
76,120,81244800,0.0004961472654732369,,2.625
76,144,92534400,0.00011339489906843383,,2.625
76,168,100195200,9.732872308746121e-06,,2.625
76,192,103219200,1.5948106252866715e-33,,2.625
77,24,29030400,0.011725841785988579,,2.5
77,48,41932800,0.005355584876629354,,2.5
77,72,54835200,0.0024458161749449678,,2.5
77,96,67737600,0.0010138687459380878,0.0010138687459380878,2.5
77,120,80236800,0.00034460741208425135,,2.5
77,144,91929600,8.173249138055846e-05,,2.5
77,168,100396800,9.496047925303107e-06,,2.5
77,192,103219200,8.353784603712673e-34,,2.5
78,24,33465600,0.015725601936109522,,3.1875
78,48,46368000,0.006850077283855811,,3.1875
78,72,59270400,0.0029600606167359323,,3.1875
78,96,72172800,0.0011793539548135736,0.0011793539548135736,3.1875
78,120,84470400,0.0003782544142204083,,3.1875
78,144,95356800,8.012243404072832e-05,,3.1875
78,168,101808000,7.181416085627693e-06,,3.1875
78,192,103219200,1.0293155495247492e-33,,3.1875
79,24,30441600,0.06294639915634465,,2.71875
79,48,43344000,0.029833433056679494,,2.71875
79,72,56246400,0.01436398020473581,,2.71875
79,96,69148800,0.006313589059464688,0.006313589059464688,2.71875
79,120,81648000,0.002275721497561632,,2.71875
79,144,92736000,0.0005574728021535214,,2.71875
79,168,100396800,5.5821934516081584e-05,,2.71875
79,192,103219200,5.758448285553327e-33,,2.71875
80,24,31651200,0.025958242993617858,,2.90625
80,48,44553600,0.01204082393332294,,2.90625
80,72,57456000,0.00553463469458533,,2.90625
80,96,70358400,0.002314123307760683,0.002314123307760683,2.90625
80,120,82857600,0.0007844362840586952,,2.90625
80,144,93744000,0.000177488798496712,,2.90625
80,168,101404800,1.5967876707770293e-05,,2.90625
80,192,103219200,1.6458281081314873e-33,,2.90625
81,24,23788800,0.018097400709603483,,1.6875
81,48,36691200,0.00913947480326517,,1.6875
81,72,49593600,0.004490040988322778,,1.6875
81,96,62496000,0.0020120336149982397,0.0020120336149982393,1.6875
81,120,75398400,0.0007511196087612556,,1.6875
81,144,88300800,0.00019496800628106156,,1.6875
81,168,98784000,1.993976032729613e-05,,1.6875
81,192,103219200,1.7134779841499457e-33,,1.6875
82,24,21974400,0.07302899254097009,,1.40625
82,48,34876800,0.03707655165003576,,1.40625
82,72,47779200,0.018447342328199435,,1.40625
82,96,60681600,0.008330232742194235,0.008330232742194235,1.40625
82,120,73584000,0.003125861829623376,,1.40625
82,144,86486400,0.0008304947400069293,,1.40625
82,168,98582400,9.930704399517173e-05,,1.40625
82,192,103219200,5.1766345610015444e-33,,1.40625
83,24,28557312,0.022743264329309287,,2.0
83,48,42835968,0.012649766945601694,,2.0
83,72,57114624,0.006806626248983476,,2.0
83,96,71393280,0.003347104319068216,0.003347104319068216,2.0
83,120,85671936,0.0013801557855875205,,2.0
83,144,99950592,0.00039429738652633464,,2.0
83,168,111552000,4.3505575505269326e-05,,2.0
83,192,114229248,1.2561551936024317e-33,,2.0
84,24,38505600,0.0049535310805403415,,3.96875
84,48,51408000,0.002474975835498862,,3.96875
84,72,64310400,0.0012402952376832997,,3.96875
84,96,77212800,0.000566697796296716,0.0005666977962967161,3.96875
84,120,89913600,0.00021239110922296502,,3.96875
84,144,99792000,5.421089094207056e-05,,3.96875
84,168,103219200,5.743916850573543e-06,,3.96875
84,192,103219200,2.506330105024177e-34,,3.96875
85,24,32457600,0.010992453413223838,,3.03125
85,48,45360000,0.005468752280387785,,3.03125
85,72,58262400,0.002707531082951227,,3.03125
85,96,71164800,0.001230531913073158,0.001230531913073158,3.03125
85,120,84067200,0.00046539363078354804,,3.03125
85,144,95760000,0.00012685230634296336,,3.03125
85,168,102009600,1.5567986207264845e-05,,3.03125
85,192,103219200,8.217538844465728e-34,,3.03125
86,24,37296000,0.011298358544956958,,3.78125
86,48,50198400,0.005687307324552287,,3.78125
86,72,63100800,0.0028141565651875096,,3.78125
86,96,75801600,0.0012674121027543806,0.0012674121027543804,3.78125
86,120,87494400,0.00047886300030509227,,3.78125
86,144,97574400,0.00013036945069159003,,3.78125
86,168,102412800,1.6673019127176308e-05,,3.78125
86,192,103219200,9.294633830272351e-34,,3.78125
87,24,35078400,0.053308617962479515,,3.4375
87,48,47980800,0.02680935833746261,,3.4375
87,72,60883200,0.013138608766725098,,3.4375
87,96,73584000,0.005904823770942933,0.005904823770942933,3.4375
87,120,85881600,0.002186983382370422,,3.4375
87,144,95961600,0.0005573426708408729,,3.4375
87,168,101808000,5.523880160381552e-05,,3.4375
87,192,103219200,3.908764389677588e-33,,3.4375
88,24,28022400,0.0038540456212097607,,2.34375
88,48,40924800,0.001898616406743905,,2.34375
88,72,53827200,0.0009106335462782849,,2.34375
88,96,66729600,0.0003979588757890839,0.0003979588757890839,2.34375
88,120,79632000,0.00014396822093254224,,2.34375
88,144,92332800,3.619312062459524e-05,,2.34375
88,168,101404800,3.7093503067713145e-06,,2.34375
88,192,103219200,2.730332885604469e-34,,2.34375
89,24,26006400,0.0070263970708865624,,2.03125
89,48,38908800,0.0035837721590725184,,2.03125
89,72,51811200,0.0017507586108257535,,2.03125
89,96,64713600,0.000758806440579626,0.000758806440579626,2.03125
89,120,77616000,0.0002657603286652549,,2.03125
89,144,89510400,6.294825729142548e-05,,2.03125
89,168,99187200,6.006858748740793e-06,,2.03125
89,192,103219200,4.029545415821539e-34,,2.03125
90,24,26208000,0.035453710389762444,,2.0625
90,48,39110400,0.01759292807926088,,2.0625
90,72,52012800,0.008559270844809525,,2.0625
90,96,64915200,0.0037936009039808197,0.0037936009039808197,2.0625
90,120,77817600,0.0013834664387999173,,2.0625
90,144,90316800,0.0003435245020573908,,2.0625
90,168,99993600,3.165589119104936e-05,,2.0625
90,192,103219200,2.80843776770637e-33,,2.0625
91,24,21571200,0.011584816600669023,,1.34375
91,48,34473600,0.006005545577516983,,1.34375
91,72,47376000,0.0029700627100290957,,1.34375
91,96,60278400,0.0013022359879041143,0.0013022359879041143,1.34375
91,120,73180800,0.000455388635171117,,1.34375
91,144,85881600,0.00010424001608275498,,1.34375
91,168,97372800,9.05165976387899e-06,,1.34375
91,192,103219200,6.083075169677418e-34,,1.34375
92,24,20079360,0.13954588981887006,,0.8125
92,48,34358016,0.06700600766380177,,0.8125
92,72,48636672,0.03196282117693498,,0.8125
92,96,62915328,0.014350351386895647,0.014350351386895647,0.8125
92,120,77193984,0.005613630503943435,,0.8125
92,144,91472640,0.0016092448279435324,,0.8125
92,168,105751296,0.00020198916847230302,,0.8125
92,192,114229248,1.0421980817275646e-32,,0.8125
